epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.7486028671264648,0.5490196347236633,13.944977760314941,0.5384615659713745,0.001
2,16.490636825561523,0.4313725531101227,0.4162616729736328,0.8461538553237915,0.001
3,0.3164185881614685,0.8235294222831726,9.486928939819336,0.46153849363327026,0.001
4,7.626965045928955,0.5686274766921997,6.897695541381836,0.46153849363327026,0.001
5,5.525947093963623,0.5686274766921997,0.3319111466407776,0.7692307829856873,0.001
6,0.23586376011371613,0.9019607901573181,3.689441680908203,0.6153846383094788,0.001
7,3.2345497608184814,0.5686274766921997,3.266441822052002,0.692307710647583,0.001
8,2.6450464725494385,0.6666666865348816,0.6566585898399353,0.8461538553237915,0.001
9,0.4577520787715912,0.8627451062202454,1.8229782581329346,0.5384615659713745,0.001
10,1.2147440910339355,0.6666666865348816,2.613489866256714,0.5384615659713745,0.001
11,1.8170217275619507,0.6078431606292725,0.6678545475006104,0.8461538553237915,0.001
12,0.29639995098114014,0.8627451062202454,0.7454496026039124,0.8461538553237915,0.001
13,0.4564719498157501,0.9215686321258545,1.7358227968215942,0.692307710647583,0.001
