epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.699563205242157,0.45098039507865906,15.54909610748291,0.6153846383094788,0.001
2,17.95064353942871,0.5490196347236633,3.4915201663970947,0.6153846383094788,0.001
3,3.5801756381988525,0.5490196347236633,15.391061782836914,0.38461539149284363,0.001
4,13.411171913146973,0.45098039507865906,18.626041412353516,0.38461539149284363,0.001
5,16.204065322875977,0.45098039507865906,12.225116729736328,0.38461539149284363,0.001
6,10.320878982543945,0.45098039507865906,1.9518718719482422,0.692307710647583,0.001
7,1.0382832288742065,0.8039215803146362,4.8618245124816895,0.6153846383094788,0.001
8,4.481593608856201,0.5686274766921997,8.167285919189453,0.6153846383094788,0.001
9,8.207178115844727,0.5490196347236633,7.823480606079102,0.6153846383094788,0.001
10,7.654123306274414,0.5490196347236633,4.632235050201416,0.6153846383094788,0.001
11,3.896430730819702,0.6078431606292725,0.8897759914398193,0.5384615659713745,0.001
12,0.548984169960022,0.8627451062202454,3.488353729248047,0.6153846383094788,0.001
13,1.8327479362487793,0.7843137383460999,6.382426738739014,0.6153846383094788,0.001
14,3.869013547897339,0.6666666865348816,7.01336669921875,0.6153846383094788,0.001
15,4.322484493255615,0.6470588445663452,5.5288777351379395,0.6153846383094788,0.001
16,3.058833122253418,0.7058823704719543,2.942784309387207,0.692307710647583,0.001
17,1.3760324716567993,0.8039215803146362,1.1178051233291626,0.692307710647583,0.001
18,0.6132603287696838,0.8627451062202454,2.2187447547912598,0.7692307829856873,0.001
19,1.1590806245803833,0.843137264251709,3.5987558364868164,0.692307710647583,0.001
